county,precinct,office,district,party,candidate,votes,election_day,absentee,absentee2
Greene,0069 W Republic,Lieutenant Governor,,LIB,BILL SLANTZ,56,56,0,0
Greene,0069 W Republic,Lieutenant Governor,,GRN,KELLEY DRAGOO,12,12,0,0
Greene,0069 W Republic,Secretary of State,,REP,JOHN R. (JAY) ASHCROFT,1423,1423,0,0
Greene,0069 W Republic,Secretary of State,,DEM,YINKA FALETI,343,343,0,0
Greene,0069 W Republic,Secretary of State,,LIB,CARL HERMAN FREESE,48,48,0,0
Greene,0069 W Republic,Secretary of State,,GRN,PAUL LEHMANN,10,10,0,0
Greene,0069 W Republic,Secretary of State,,CST,PAUL VENABLE,10,10,0,0
Greene,0069 W Republic,State Treasurer,,REP,SCOTT FITZPATRICK,1395,1395,0,0
Greene,0069 W Republic,State Treasurer,,DEM,VICKI LORENZ ENGLUND,361,361,0,0
Greene,0069 W Republic,State Treasurer,,LIB,NICHOLAS (NICK) KASOFF,65,65,0,0
Greene,0069 W Republic,State Treasurer,,GRN,JOSEPH CIVETTINI,7,7,0,0
Greene,0069 W Republic,Attorney General,,REP,ERIC SCHMITT,1403,1403,0,0
Greene,0069 W Republic,Attorney General,,DEM,RICH FINNERAN,365,365,0,0
Greene,0069 W Republic,Attorney General,,LIB,KEVIN C BABCOCK,62,62,0,0
Greene,0069 W Republic,U.S. House,7,REP,BILLY LONG,1349,1349,0,0
Greene,0069 W Republic,U.S. House,7,DEM,TERESA MONTSENY,404,404,0,0
Greene,0069 W Republic,U.S. House,7,LIB,KEVIN CRAIG,81,81,0,0
Greene,0069 W Republic,State House,130,REP,BISHOP DAVIDSON,1433,1433,0,0
Greene,0069 W Republic,State House,130,DEM,DAVE GRAGG,398,398,0,0
Greene,0069 W Republic,COMMISSIONER - DISTRICT 1 DST 1,,REP,RUSTY MACLACHLAN,1415,1415,0,0
Greene,0069 W Republic,COMMISSIONER - DISTRICT 1 DST 1,,DEM,WES ZONGKER,393,393,0,0
Greene,0069 W Republic,SHERIFF GREENE,,REP,JIM C ARNOTT,1665,1665,0,0
Greene,0069 W Republic,ASSESSOR GREENE,,REP,BRENT JOHNSON,1679,1679,0,0
Greene,0069 W Republic,TREASURER GREENE,,REP,JUSTIN HILL,1675,1675,0,0
Greene,0069 W Republic,PUBLIC ADMINISTRATOR GREENE,,REP,SHERRI EAGON MARTIN,1656,1656,0,0
Greene,0069 W Republic,Constitutional Amendment No. 1,,,Yes,907,907,0,0
Greene,0069 W Republic,Constitutional Amendment No. 1,,,No.,889,889,0,0
Greene,0069 W Republic,Constitutional Amendment No. 3,,,Yes,982,982,0,0
Greene,0069 W Republic,Constitutional Amendment No. 3,,,No.,830,830,0,0
Greene,0069 W Republic,Supreme Court Judge - Patricia Breckenridge GREENE,,,Yes,1311,1311,0,0
Greene,0069 W Republic,Supreme Court Judge - Patricia Breckenridge GREENE,,,No.,376,376,0,0
Greene,0069 W Republic,"Court of Appeals Judge, Southern District - Gary W.",,,Yes,1313,1313,0,0
Greene,0069 W Republic,"Court of Appeals Judge, Southern District - Gary W.",,,No.,363,363,0,0
Greene,0069 W Republic,31st Judicial Circuit Div. No. 2 - Jones GREENE,,,Yes,1242,1242,0,0
Greene,0069 W Republic,31st Judicial Circuit Div. No. 2 - Jones GREENE,,,No.,429,429,0,0
Greene,0069 W Republic,31st Judicial Circuit Div. No. 6 - Borthwick GREENE,,,Yes,1297,1297,0,0
Greene,0069 W Republic,31st Judicial Circuit Div. No. 6 - Borthwick GREENE,,,No.,372,372,0,0
Greene,0069 W Republic,Associate - 31st Circuit Div. No. 23 - Hosmer GREENE,,,Yes,1244,1244,0,0
Greene,0069 W Republic,Associate - 31st Circuit Div. No. 23 - Hosmer GREENE,,,No.,419,419,0,0
Greene,0069 W Republic,Associate - 31st Circuit Div. No. 26 - Carrier GREENE,,,Yes,1255,1255,0,0
Greene,0070 1st Robberson A/B,President,,REP,DONALD J. TRUMP MICHAEL R. PENCE,714,714,0,0
Greene,0070 1st Robberson A/B,President,,DEM,JOSEPH R. BIDEN KAMALA D. HARRIS,129,129,0,0
Greene,0070 1st Robberson A/B,President,,LIB,JO JORGENSEN JEREMY (SPIKE) COHEN,18,18,0,0
Greene,0070 1st Robberson A/B,President,,GRN,HOWIE HAWKINS ANGELA NICOLE WALKER,0,0,0,0
Greene,0070 1st Robberson A/B,President,,CST,DON BLANKENSHIP WILLIAM MOHR,2,2,0,0
Greene,0070 1st Robberson A/B,Governor,,REP,MIKE PARSON,723,723,0,0
Greene,0070 1st Robberson A/B,Governor,,DEM,NICOLE GALLOWAY,127,127,0,0
Greene,0070 1st Robberson A/B,Governor,,LIB,RIK COMBS,12,12,0,0
Greene,0070 1st Robberson A/B,Governor,,GRN,JEROME HOWARD BAUER,2,2,0,0
Greene,0070 1st Robberson A/B,Lieutenant Governor,,REP,MIKE KEHOE,704,704,0,0
Greene,0070 1st Robberson A/B,Lieutenant Governor,,DEM,ALISSIA CANADY,125,125,0,0
Greene,0070 1st Robberson A/B,Lieutenant Governor,,LIB,BILL SLANTZ,18,18,0,0
Greene,0070 1st Robberson A/B,Lieutenant Governor,,GRN,KELLEY DRAGOO,8,8,0,0
Greene,0070 1st Robberson A/B,Secretary of State,,REP,JOHN R. (JAY) ASHCROFT,708,708,0,0
Greene,0070 1st Robberson A/B,Secretary of State,,DEM,YINKA FALETI,119,119,0,0
Greene,0070 1st Robberson A/B,Secretary of State,,LIB,CARL HERMAN FREESE,22,22,0,0
Greene,0070 1st Robberson A/B,Secretary of State,,GRN,PAUL LEHMANN,4,4,0,0
Greene,0070 1st Robberson A/B,Secretary of State,,CST,PAUL VENABLE,5,5,0,0
Greene,0070 1st Robberson A/B,State Treasurer,,REP,SCOTT FITZPATRICK,697,697,0,0
Greene,0070 1st Robberson A/B,State Treasurer,,DEM,VICKI LORENZ ENGLUND,125,125,0,0
Greene,0070 1st Robberson A/B,State Treasurer,,LIB,NICHOLAS (NICK) KASOFF,23,23,0,0
Greene,0070 1st Robberson A/B,State Treasurer,,GRN,JOSEPH CIVETTINI,3,3,0,0
Greene,0070 1st Robberson A/B,Attorney General,,REP,ERIC SCHMITT,697,697,0,0
Greene,0070 1st Robberson A/B,Attorney General,,DEM,RICH FINNERAN,114,114,0,0
Greene,0070 1st Robberson A/B,Attorney General,,LIB,KEVIN C BABCOCK,36,36,0,0
Greene,0070 1st Robberson A/B,U.S. House,7,REP,BILLY LONG,646,646,0,0
Greene,0070 1st Robberson A/B,U.S. House,7,DEM,TERESA MONTSENY,153,153,0,0
Greene,0070 1st Robberson A/B,U.S. House,7,LIB,KEVIN CRAIG,56,56,0,0
Greene,0070 1st Robberson A/B,State House,131,REP,BILL OWEN,622,622,0,0
Greene,0070 1st Robberson A/B,State House,131,DEM,ALLISON SCHOOLCRAFT,132,132,0,0
Greene,0070 1st Robberson A/B,State House,137,REP,JOHN F. BLACK,71,71,0,0
Greene,0070 1st Robberson A/B,State House,137,DEM,RAYMOND LAMPERT,21,21,0,0
Greene,0070 1st Robberson A/B,COMMISSIONER - DISTRICT 1 DST 1,,REP,RUSTY MACLACHLAN,722,722,0,0
Greene,0070 1st Robberson A/B,COMMISSIONER - DISTRICT 1 DST 1,,DEM,WES ZONGKER,120,120,0,0
Greene,0070 1st Robberson A/B,SHERIFF GREENE,,REP,JIM C ARNOTT,796,796,0,0
Greene,0070 1st Robberson A/B,ASSESSOR GREENE,,REP,BRENT JOHNSON,790,790,0,0
Greene,0070 1st Robberson A/B,TREASURER GREENE,,REP,JUSTIN HILL,792,792,0,0
Greene,0070 1st Robberson A/B,PUBLIC ADMINISTRATOR GREENE,,REP,SHERRI EAGON MARTIN,772,772,0,0
Greene,0070 1st Robberson A/B,Constitutional Amendment No. 1,,,Yes,407,407,0,0
Greene,0070 1st Robberson A/B,Constitutional Amendment No. 1,,,No.,424,424,0,0
Greene,0070 1st Robberson A/B,Constitutional Amendment No. 3,,,Yes,481,481,0,0
Greene,0070 1st Robberson A/B,Constitutional Amendment No. 3,,,No.,359,359,0,0
Greene,0070 1st Robberson A/B,Supreme Court Judge - Patricia Breckenridge GREENE,,,Yes,593,593,0,0
Greene,0070 1st Robberson A/B,Supreme Court Judge - Patricia Breckenridge GREENE,,,No.,178,178,0,0
Greene,0070 1st Robberson A/B,"Court of Appeals Judge, Southern District - Gary W.",,,Yes,599,599,0,0
Greene,0070 1st Robberson A/B,"Court of Appeals Judge, Southern District - Gary W.",,,No.,167,167,0,0
Greene,0070 1st Robberson A/B,31st Judicial Circuit Div. No. 2 - Jones GREENE,,,Yes,590,590,0,0
Greene,0070 1st Robberson A/B,31st Judicial Circuit Div. No. 2 - Jones GREENE,,,No.,173,173,0,0
Greene,0070 1st Robberson A/B,31st Judicial Circuit Div. No. 6 - Borthwick GREENE,,,Yes,591,591,0,0
Greene,0070 1st Robberson A/B,31st Judicial Circuit Div. No. 6 - Borthwick GREENE,,,No.,177,177,0,0
Greene,0070 1st Robberson A/B,Associate - 31st Circuit Div. No. 23 - Hosmer GREENE,,,Yes,573,573,0,0
Greene,0070 1st Robberson A/B,Associate - 31st Circuit Div. No. 23 - Hosmer GREENE,,,No.,194,194,0,0
Greene,0070 1st Robberson A/B,Associate - 31st Circuit Div. No. 26 - Carrier GREENE,,,Yes,582,582,0,0
Greene,0071 2nd Robberson,President,,REP,DONALD J. TRUMP MICHAEL R. PENCE,963,963,0,0
Greene,0071 2nd Robberson,President,,DEM,JOSEPH R. BIDEN KAMALA D. HARRIS,205,205,0,0
Greene,0071 2nd Robberson,President,,LIB,JO JORGENSEN JEREMY (SPIKE) COHEN,11,11,0,0
Greene,0071 2nd Robberson,President,,GRN,HOWIE HAWKINS ANGELA NICOLE WALKER,2,2,0,0
Greene,0071 2nd Robberson,President,,CST,DON BLANKENSHIP WILLIAM MOHR,2,2,0,0
Greene,0071 2nd Robberson,Governor,,REP,MIKE PARSON,955,955,0,0
Greene,0071 2nd Robberson,Governor,,DEM,NICOLE GALLOWAY,200,200,0,0
Greene,0071 2nd Robberson,Governor,,LIB,RIK COMBS,13,13,0,0
Greene,0071 2nd Robberson,Governor,,GRN,JEROME HOWARD BAUER,4,4,0,0
Greene,0071 2nd Robberson,Lieutenant Governor,,REP,MIKE KEHOE,962,962,0,0
Greene,0071 2nd Robberson,Lieutenant Governor,,DEM,ALISSIA CANADY,182,182,0,0
Greene,0071 2nd Robberson,Lieutenant Governor,,LIB,BILL SLANTZ,18,18,0,0
Greene,0071 2nd Robberson,Lieutenant Governor,,GRN,KELLEY DRAGOO,6,6,0,0
Greene,0071 2nd Robberson,Secretary of State,,REP,JOHN R. (JAY) ASHCROFT,960,960,0,0
Greene,0071 2nd Robberson,Secretary of State,,DEM,YINKA FALETI,175,175,0,0
Greene,0071 2nd Robberson,Secretary of State,,LIB,CARL HERMAN FREESE,20,20,0,0
Greene,0071 2nd Robberson,Secretary of State,,GRN,PAUL LEHMANN,8,8,0,0
Greene,0071 2nd Robberson,Secretary of State,,CST,PAUL VENABLE,6,6,0,0
Greene,0071 2nd Robberson,State Treasurer,,REP,SCOTT FITZPATRICK,966,966,0,0
Greene,0071 2nd Robberson,State Treasurer,,DEM,VICKI LORENZ ENGLUND,165,165,0,0
Greene,0071 2nd Robberson,State Treasurer,,LIB,NICHOLAS (NICK) KASOFF,17,17,0,0
Greene,0071 2nd Robberson,State Treasurer,,GRN,JOSEPH CIVETTINI,5,5,0,0
Greene,0071 2nd Robberson,Attorney General,,REP,ERIC SCHMITT,956,956,0,0
Greene,0071 2nd Robberson,Attorney General,,DEM,RICH FINNERAN,170,170,0,0
Greene,0071 2nd Robberson,Attorney General,,LIB,KEVIN C BABCOCK,26,26,0,0
Greene,0071 2nd Robberson,U.S. House,7,REP,BILLY LONG,892,892,0,0
Greene,0071 2nd Robberson,U.S. House,7,DEM,TERESA MONTSENY,209,209,0,0
Greene,0071 2nd Robberson,U.S. House,7,LIB,KEVIN CRAIG,51,51,0,0
Greene,0071 2nd Robberson,State House,131,REP,BILL OWEN,932,932,0,0
Greene,0071 2nd Robberson,State House,131,DEM,ALLISON SCHOOLCRAFT,223,223,0,0
Greene,0071 2nd Robberson,COMMISSIONER - DISTRICT 1 DST 1,,REP,RUSTY MACLACHLAN,955,955,0,0
Greene,0071 2nd Robberson,COMMISSIONER - DISTRICT 1 DST 1,,DEM,WES ZONGKER,190,190,0,0
Greene,0071 2nd Robberson,SHERIFF GREENE,,REP,JIM C ARNOTT,1052,1052,0,0
Greene,0071 2nd Robberson,ASSESSOR GREENE,,REP,BRENT JOHNSON,1048,1048,0,0
Greene,0071 2nd Robberson,TREASURER GREENE,,REP,JUSTIN HILL,1052,1052,0,0
Greene,0071 2nd Robberson,PUBLIC ADMINISTRATOR GREENE,,REP,SHERRI EAGON MARTIN,1023,1023,0,0
Greene,0071 2nd Robberson,Constitutional Amendment No. 1,,,Yes,614,614,0,0
Greene,0071 2nd Robberson,Constitutional Amendment No. 1,,,No.,519,519,0,0
Greene,0071 2nd Robberson,Constitutional Amendment No. 3,,,Yes,730,730,0,0
Greene,0071 2nd Robberson,Constitutional Amendment No. 3,,,No.,412,412,0,0
Greene,0071 2nd Robberson,Supreme Court Judge - Patricia Breckenridge GREENE,,,Yes,783,783,0,0
Greene,0071 2nd Robberson,Supreme Court Judge - Patricia Breckenridge GREENE,,,No.,244,244,0,0
Greene,0071 2nd Robberson,"Court of Appeals Judge, Southern District - Gary W.",,,Yes,807,807,0,0
Greene,0071 2nd Robberson,"Court of Appeals Judge, Southern District - Gary W.",,,No.,215,215,0,0
Greene,0071 2nd Robberson,31st Judicial Circuit Div. No. 2 - Jones GREENE,,,Yes,735,735,0,0
Greene,0071 2nd Robberson,31st Judicial Circuit Div. No. 2 - Jones GREENE,,,No.,292,292,0,0
Greene,0071 2nd Robberson,31st Judicial Circuit Div. No. 6 - Borthwick GREENE,,,Yes,798,798,0,0
Greene,0071 2nd Robberson,31st Judicial Circuit Div. No. 6 - Borthwick GREENE,,,No.,230,230,0,0
Greene,0071 2nd Robberson,Associate - 31st Circuit Div. No. 23 - Hosmer GREENE,,,Yes,758,758,0,0
Greene,0071 2nd Robberson,Associate - 31st Circuit Div. No. 23 - Hosmer GREENE,,,No.,264,264,0,0
Greene,0071 2nd Robberson,Associate - 31st Circuit Div. No. 26 - Carrier GREENE,,,Yes,774,774,0,0
Greene,0072 Taylor,President,,REP,DONALD J. TRUMP MICHAEL R. PENCE,910,910,0,0
Greene,0072 Taylor,President,,DEM,JOSEPH R. BIDEN KAMALA D. HARRIS,240,240,0,0
Greene,0072 Taylor,President,,LIB,JO JORGENSEN JEREMY (SPIKE) COHEN,18,18,0,0
Greene,0072 Taylor,President,,GRN,HOWIE HAWKINS ANGELA NICOLE WALKER,6,6,0,0
Greene,0072 Taylor,President,,CST,DON BLANKENSHIP WILLIAM MOHR,2,2,0,0
Greene,0072 Taylor,Governor,,REP,MIKE PARSON,934,934,0,0
Greene,0072 Taylor,Governor,,DEM,NICOLE GALLOWAY,225,225,0,0
Greene,0072 Taylor,Governor,,LIB,RIK COMBS,16,16,0,0
Greene,0072 Taylor,Governor,,GRN,JEROME HOWARD BAUER,8,8,0,0
Greene,0072 Taylor,Lieutenant Governor,,REP,MIKE KEHOE,940,940,0,0
Greene,0072 Taylor,Lieutenant Governor,,DEM,ALISSIA CANADY,207,207,0,0
Greene,0072 Taylor,Lieutenant Governor,,LIB,BILL SLANTZ,17,17,0,0
Greene,0072 Taylor,Lieutenant Governor,,GRN,KELLEY DRAGOO,10,10,0,0
Greene,0072 Taylor,Secretary of State,,REP,JOHN R. (JAY) ASHCROFT,954,954,0,0
Greene,0072 Taylor,Secretary of State,,DEM,YINKA FALETI,197,197,0,0
Greene,0072 Taylor,Secretary of State,,LIB,CARL HERMAN FREESE,17,17,0,0
Greene,0072 Taylor,Secretary of State,,GRN,PAUL LEHMANN,7,7,0,0
Greene,0072 Taylor,Secretary of State,,CST,PAUL VENABLE,2,2,0,0
Greene,0072 Taylor,State Treasurer,,REP,SCOTT FITZPATRICK,945,945,0,0
Greene,0072 Taylor,State Treasurer,,DEM,VICKI LORENZ ENGLUND,196,196,0,0
Greene,0072 Taylor,State Treasurer,,LIB,NICHOLAS (NICK) KASOFF,21,21,0,0
Greene,0072 Taylor,State Treasurer,,GRN,JOSEPH CIVETTINI,7,7,0,0
Greene,0072 Taylor,Attorney General,,REP,ERIC SCHMITT,941,941,0,0
Greene,0072 Taylor,Attorney General,,DEM,RICH FINNERAN,205,205,0,0
Greene,0072 Taylor,Attorney General,,LIB,KEVIN C BABCOCK,23,23,0,0
Greene,0072 Taylor,U.S. House,7,REP,BILLY LONG,883,883,0,0
Greene,0072 Taylor,U.S. House,7,DEM,TERESA MONTSENY,233,233,0,0
Greene,0072 Taylor,U.S. House,7,LIB,KEVIN CRAIG,52,52,0,0
Greene,0072 Taylor,State House,137,REP,JOHN F. BLACK,951,951,0,0
Greene,0072 Taylor,State House,137,DEM,RAYMOND LAMPERT,220,220,0,0
Greene,0072 Taylor,COMMISSIONER - DISTRICT 2 DST 2,,REP,JOHN C. RUSSELL,902,902,0,0
Greene,0072 Taylor,COMMISSIONER - DISTRICT 2 DST 2,,DEM,SARA LAMPE,247,247,0,0
Greene,0072 Taylor,COMMISSIONER - DISTRICT 2 DST 2,,LIB,CECIL A. INCE,16,16,0,0
Greene,0072 Taylor,SHERIFF GREENE,,REP,JIM C ARNOTT,1056,1056,0,0
Greene,0072 Taylor,ASSESSOR GREENE,,REP,BRENT JOHNSON,1071,1071,0,0
Greene,0072 Taylor,TREASURER GREENE,,REP,JUSTIN HILL,1063,1063,0,0
Greene,0072 Taylor,PUBLIC ADMINISTRATOR GREENE,,REP,SHERRI EAGON MARTIN,1056,1056,0,0
Greene,0072 Taylor,Constitutional Amendment No. 1,,,Yes,570,570,0,0
Greene,0072 Taylor,Constitutional Amendment No. 1,,,No.,582,582,0,0
Greene,0072 Taylor,Constitutional Amendment No. 3,,,Yes,683,683,0,0
Greene,0072 Taylor,Constitutional Amendment No. 3,,,No.,476,476,0,0
Greene,0072 Taylor,Supreme Court Judge - Patricia Breckenridge GREENE,,,Yes,814,814,0,0
Greene,0072 Taylor,Supreme Court Judge - Patricia Breckenridge GREENE,,,No.,254,254,0,0
Greene,0072 Taylor,"Court of Appeals Judge, Southern District - Gary W.",,,Yes,851,851,0,0
Greene,0072 Taylor,"Court of Appeals Judge, Southern District - Gary W.",,,No.,213,213,0,0
Greene,0072 Taylor,31st Judicial Circuit Div. No. 2 - Jones GREENE,,,Yes,782,782,0,0
Greene,0072 Taylor,31st Judicial Circuit Div. No. 2 - Jones GREENE,,,No.,289,289,0,0
Greene,0072 Taylor,31st Judicial Circuit Div. No. 6 - Borthwick GREENE,,,Yes,830,830,0,0
Greene,0072 Taylor,31st Judicial Circuit Div. No. 6 - Borthwick GREENE,,,No.,227,227,0,0
Greene,0072 Taylor,Associate - 31st Circuit Div. No. 23 - Hosmer GREENE,,,Yes,821,821,0,0
Greene,0072 Taylor,Associate - 31st Circuit Div. No. 23 - Hosmer GREENE,,,No.,241,241,0,0
Greene,0072 Taylor,Associate - 31st Circuit Div. No. 26 - Carrier GREENE,,,Yes,830,830,0,0
Greene,0073 Walnut Grove,President,,REP,DONALD J. TRUMP MICHAEL R. PENCE,552,552,0,0
Greene,0073 Walnut Grove,President,,DEM,JOSEPH R. BIDEN KAMALA D. HARRIS,125,125,0,0
Greene,0073 Walnut Grove,President,,LIB,JO JORGENSEN JEREMY (SPIKE) COHEN,9,9,0,0
Greene,0073 Walnut Grove,President,,GRN,HOWIE HAWKINS ANGELA NICOLE WALKER,2,2,0,0
Greene,0073 Walnut Grove,President,,CST,DON BLANKENSHIP WILLIAM MOHR,0,0,0,0
Greene,0073 Walnut Grove,Governor,,REP,MIKE PARSON,555,555,0,0
Greene,0073 Walnut Grove,Governor,,DEM,NICOLE GALLOWAY,120,120,0,0
Greene,0073 Walnut Grove,Governor,,LIB,RIK COMBS,10,10,0,0
Greene,0073 Walnut Grove,Governor,,GRN,JEROME HOWARD BAUER,1,1,0,0
Greene,0073 Walnut Grove,Lieutenant Governor,,REP,MIKE KEHOE,555,555,0,0
Greene,0073 Walnut Grove,Lieutenant Governor,,DEM,ALISSIA CANADY,110,110,0,0
Greene,0073 Walnut Grove,Lieutenant Governor,,LIB,BILL SLANTZ,11,11,0,0
Greene,0073 Walnut Grove,Lieutenant Governor,,GRN,KELLEY DRAGOO,6,6,0,0
Greene,0073 Walnut Grove,Secretary of State,,REP,JOHN R. (JAY) ASHCROFT,558,558,0,0
Greene,0073 Walnut Grove,Secretary of State,,DEM,YINKA FALETI,109,109,0,0
Greene,0073 Walnut Grove,Secretary of State,,LIB,CARL HERMAN FREESE,9,9,0,0
Greene,0073 Walnut Grove,Secretary of State,,GRN,PAUL LEHMANN,4,4,0,0
Greene,0073 Walnut Grove,Secretary of State,,CST,PAUL VENABLE,0,0,0,0
Greene,0073 Walnut Grove,State Treasurer,,REP,SCOTT FITZPATRICK,557,557,0,0
Greene,0073 Walnut Grove,State Treasurer,,DEM,VICKI LORENZ ENGLUND,111,111,0,0
Greene,0073 Walnut Grove,State Treasurer,,LIB,NICHOLAS (NICK) KASOFF,9,9,0,0
Greene,0073 Walnut Grove,State Treasurer,,GRN,JOSEPH CIVETTINI,3,3,0,0
Greene,0073 Walnut Grove,Attorney General,,REP,ERIC SCHMITT,560,560,0,0
Greene,0073 Walnut Grove,Attorney General,,DEM,RICH FINNERAN,105,105,0,0
Greene,0073 Walnut Grove,Attorney General,,LIB,KEVIN C BABCOCK,13,13,0,0
Greene,0073 Walnut Grove,U.S. House,7,REP,BILLY LONG,515,515,0,0
Greene,0073 Walnut Grove,U.S. House,7,DEM,TERESA MONTSENY,129,129,0,0
Greene,0073 Walnut Grove,U.S. House,7,LIB,KEVIN CRAIG,25,25,0,0
Greene,0073 Walnut Grove,State House,130,REP,BISHOP DAVIDSON,551,551,0,0
Greene,0073 Walnut Grove,State House,130,DEM,DAVE GRAGG,125,125,0,0
Greene,0073 Walnut Grove,COMMISSIONER - DISTRICT 1 DST 1,,REP,RUSTY MACLACHLAN,552,552,0,0
Greene,0073 Walnut Grove,COMMISSIONER - DISTRICT 1 DST 1,,DEM,WES ZONGKER,119,119,0,0
Greene,0073 Walnut Grove,SHERIFF GREENE,,REP,JIM C ARNOTT,632,632,0,0
Greene,0073 Walnut Grove,ASSESSOR GREENE,,REP,BRENT JOHNSON,637,637,0,0
Greene,0073 Walnut Grove,TREASURER GREENE,,REP,JUSTIN HILL,636,636,0,0
Greene,0073 Walnut Grove,PUBLIC ADMINISTRATOR GREENE,,REP,SHERRI EAGON MARTIN,623,623,0,0
Greene,0073 Walnut Grove,Constitutional Amendment No. 1,,,Yes,329,329,0,0
Greene,0073 Walnut Grove,Constitutional Amendment No. 1,,,No.,330,330,0,0
Greene,0073 Walnut Grove,Constitutional Amendment No. 3,,,Yes,374,374,0,0
Greene,0073 Walnut Grove,Constitutional Amendment No. 3,,,No.,295,295,0,0
Greene,0073 Walnut Grove,Supreme Court Judge - Patricia Breckenridge GREENE,,,Yes,473,473,0,0
Greene,0073 Walnut Grove,Supreme Court Judge - Patricia Breckenridge GREENE,,,No.,145,145,0,0
Greene,0073 Walnut Grove,"Court of Appeals Judge, Southern District - Gary W.",,,Yes,493,493,0,0
Greene,0073 Walnut Grove,"Court of Appeals Judge, Southern District - Gary W.",,,No.,123,123,0,0
Greene,0073 Walnut Grove,31st Judicial Circuit Div. No. 2 - Jones GREENE,,,Yes,474,474,0,0
Greene,0073 Walnut Grove,31st Judicial Circuit Div. No. 2 - Jones GREENE,,,No.,142,142,0,0
Greene,0073 Walnut Grove,31st Judicial Circuit Div. No. 6 - Borthwick GREENE,,,Yes,479,479,0,0
Greene,0073 Walnut Grove,31st Judicial Circuit Div. No. 6 - Borthwick GREENE,,,No.,137,137,0,0
Greene,0073 Walnut Grove,Associate - 31st Circuit Div. No. 23 - Hosmer GREENE,,,Yes,473,473,0,0
Greene,0073 Walnut Grove,Associate - 31st Circuit Div. No. 23 - Hosmer GREENE,,,No.,142,142,0,0
Greene,0073 Walnut Grove,Associate - 31st Circuit Div. No. 26 - Carrier GREENE,,,Yes,475,475,0,0
Greene,0074 Washington,President,,REP,DONALD J. TRUMP MICHAEL R. PENCE,1215,1215,0,0
Greene,0074 Washington,President,,DEM,JOSEPH R. BIDEN KAMALA D. HARRIS,275,275,0,0
Greene,0074 Washington,President,,LIB,JO JORGENSEN JEREMY (SPIKE) COHEN,17,17,0,0
Greene,0074 Washington,President,,GRN,HOWIE HAWKINS ANGELA NICOLE WALKER,1,1,0,0
Greene,0074 Washington,President,,CST,DON BLANKENSHIP WILLIAM MOHR,1,1,0,0
Greene,0074 Washington,Governor,,REP,MIKE PARSON,1218,1218,0,0
Greene,0074 Washington,Governor,,DEM,NICOLE GALLOWAY,265,265,0,0
Greene,0074 Washington,Governor,,LIB,RIK COMBS,27,27,0,0
Greene,0074 Washington,Governor,,GRN,JEROME HOWARD BAUER,4,4,0,0
Greene,0074 Washington,Lieutenant Governor,,REP,MIKE KEHOE,1251,1251,0,0
Greene,0074 Washington,Lieutenant Governor,,DEM,ALISSIA CANADY,225,225,0,0
Greene,0074 Washington,Lieutenant Governor,,LIB,BILL SLANTZ,25,25,0,0
Greene,0074 Washington,Lieutenant Governor,,GRN,KELLEY DRAGOO,8,8,0,0
Greene,0074 Washington,Secretary of State,,REP,JOHN R. (JAY) ASHCROFT,1238,1238,0,0
Greene,0074 Washington,Secretary of State,,DEM,YINKA FALETI,225,225,0,0
Greene,0074 Washington,Secretary of State,,LIB,CARL HERMAN FREESE,30,30,0,0
Greene,0074 Washington,Secretary of State,,GRN,PAUL LEHMANN,8,8,0,0
Greene,0074 Washington,Secretary of State,,CST,PAUL VENABLE,7,7,0,0
Greene,0074 Washington,State Treasurer,,REP,SCOTT FITZPATRICK,1249,1249,0,0
Greene,0074 Washington,State Treasurer,,DEM,VICKI LORENZ ENGLUND,223,223,0,0
Greene,0074 Washington,State Treasurer,,LIB,NICHOLAS (NICK) KASOFF,30,30,0,0
Greene,0074 Washington,State Treasurer,,GRN,JOSEPH CIVETTINI,4,4,0,0
Greene,0074 Washington,Attorney General,,REP,ERIC SCHMITT,1242,1242,0,0
Greene,0074 Washington,Attorney General,,DEM,RICH FINNERAN,224,224,0,0
Greene,0074 Washington,Attorney General,,LIB,KEVIN C BABCOCK,36,36,0,0
Greene,0074 Washington,U.S. House,7,REP,BILLY LONG,1159,1159,0,0
Greene,0074 Washington,U.S. House,7,DEM,TERESA MONTSENY,259,259,0,0
Greene,0074 Washington,U.S. House,7,LIB,KEVIN CRAIG,78,78,0,0
Greene,0074 Washington,State House,137,REP,JOHN F. BLACK,1267,1267,0,0
Greene,0074 Washington,State House,137,DEM,RAYMOND LAMPERT,236,236,0,0
Greene,0074 Washington,COMMISSIONER - DISTRICT 2 DST 2,,REP,JOHN C. RUSSELL,1204,1204,0,0
Greene,0074 Washington,COMMISSIONER - DISTRICT 2 DST 2,,DEM,SARA LAMPE,275,275,0,0
Greene,0074 Washington,COMMISSIONER - DISTRICT 2 DST 2,,LIB,CECIL A. INCE,25,25,0,0
Greene,0074 Washington,SHERIFF GREENE,,REP,JIM C ARNOTT,1374,1374,0,0
Greene,0074 Washington,ASSESSOR GREENE,,REP,BRENT JOHNSON,1384,1384,0,0
Greene,0074 Washington,TREASURER GREENE,,REP,JUSTIN HILL,1377,1377,0,0
Greene,0074 Washington,PUBLIC ADMINISTRATOR GREENE,,REP,SHERRI EAGON MARTIN,1359,1359,0,0
